Date,Cube Type,Solve Number,Time (mm:ss),Session ID,Time (s),Session Averages
1/18/2026,3x3,12,13.35,44,13.35,15.9134
1/18/2026,3x3,13,18.22,44,18.22,15.9134
1/18/2026,3x3,14,11.89,44,11.89,15.9134
1/18/2026,3x3,15,19.45,44,19.45,15.9134
1/18/2026,3x3,16,13.13,44,13.13,15.9134
1/18/2026,3x3,17,18.95,44,18.95,15.9134
1/18/2026,3x3,18,18.64,44,18.64,15.9134
1/18/2026,3x3,19,16.26,44,16.26,15.9134
1/18/2026,3x3,20,15.8,44,15.8,15.9134
1/18/2026,3x3,21,25.19,44,25.19,15.9134
1/18/2026,3x3,22,14.46,44,14.46,15.9134
1/18/2026,3x3,23,14.51,44,14.51,15.9134
1/18/2026,3x3,24,16.85,44,16.85,15.9134
1/18/2026,3x3,25,12.75,44,12.75,15.9134
1/18/2026,3x3,26,18.5,44,18.5,15.9134
1/18/2026,3x3,27,14.86,44,14.86,15.9134
1/18/2026,3x3,28,22.23,44,22.23,15.9134
1/18/2026,3x3,29,17.39,44,17.39,15.9134
1/18/2026,3x3,30,16.6,44,16.6,15.9134
1/18/2026,3x3,31,15.67,44,15.67,15.9134
1/18/2026,3x3,32,13.1,44,13.1,15.9134
1/18/2026,3x3,33,17.06,44,17.06,15.9134
1/18/2026,3x3,34,16.17,44,16.17,15.9134
1/18/2026,3x3,35,16.47,44,16.47,15.9134
1/18/2026,3x3,36,17.61,44,17.61,15.9134
1/18/2026,3x3,37,17.43,44,17.43,15.9134
1/18/2026,3x3,38,14.76,44,14.76,15.9134
1/18/2026,3x3,39,14.67,44,14.67,15.9134
1/18/2026,3x3,40,14.45,44,14.45,15.9134
1/18/2026,3x3,41,15.07,44,15.07,15.9134
1/18/2026,3x3,42,19.45,44,19.45,15.9134
1/18/2026,3x3,43,21.75,44,21.75,15.9134
1/18/2026,3x3,44,15.06,44,15.06,15.9134
1/18/2026,3x3,45,16.3,44,16.3,15.9134
1/18/2026,3x3,46,11.47,44,11.47,15.9134
1/18/2026,3x3,47,18.73,44,18.73,15.9134
1/18/2026,3x3,48,17.95,44,17.95,15.9134
1/18/2026,3x3,49,18.98,44,18.98,15.9134
1/18/2026,3x3,50,17.21,44,17.21,15.9134
1/18/2026,3x3,51,13.69,44,13.69,15.9134
1/18/2026,3x3,52,16.69,44,16.69,15.9134
1/18/2026,3x3,53,15.94,44,15.94,15.9134
1/18/2026,3x3,54,16.59,44,16.59,15.9134
1/18/2026,3x3,55,24.34,44,24.34,15.9134
1/18/2026,3x3,56,18.61,44,18.61,15.9134
1/18/2026,3x3,57,18.01,44,18.01,15.9134
1/18/2026,3x3,58,18.03,44,18.03,15.9134
1/18/2026,3x3,59,12.09,44,12.09,15.9134
1/18/2026,3x3,60,14.78,44,14.78,15.9134
1/18/2026,3x3,61,16.81,44,16.81,15.9134
1/18/2026,3x3,62,19.14,44,19.14,15.9134
1/18/2026,3x3,63,15.92,44,15.92,15.9134
1/18/2026,3x3,64,15.8,44,15.8,15.9134
1/18/2026,3x3,65,13.68,44,13.68,15.9134
1/18/2026,3x3,66,19.91,44,19.91,15.9134
1/18/2026,3x3,67,18.36,44,18.36,15.9134
1/18/2026,3x3,68,12.38,44,12.38,15.9134
1/18/2026,3x3,69,14.69,44,14.69,15.9134
1/18/2026,3x3,70,14.81,44,14.81,15.9134
1/18/2026,3x3,71,14.18,44,14.18,15.9134
1/18/2026,3x3,72,14.95,44,14.95,15.9134
1/18/2026,3x3,73,13.11,44,13.11,15.9134
1/18/2026,3x3,74,14.82,44,14.82,15.9134
1/18/2026,3x3,75,14.11,44,14.11,15.9134
1/18/2026,3x3,76,14.8,44,14.8,15.9134
1/18/2026,3x3,77,12.58,44,12.58,15.9134
1/18/2026,3x3,78,17.34,44,17.34,15.9134
1/18/2026,3x3,79,15.29,44,15.29,15.9134
1/18/2026,3x3,80,14.76,44,14.76,15.9134
1/18/2026,3x3,81,14.53,44,14.53,15.9134
1/18/2026,3x3,82,13.4,44,13.4,15.9134
1/18/2026,3x3,83,13.93,44,13.93,15.9134
1/18/2026,3x3,84,20.01,44,20.01,15.9134
1/18/2026,3x3,85,16.21,44,16.21,15.9134
1/18/2026,3x3,86,13.69,44,13.69,15.9134
1/18/2026,3x3,87,18.66,44,18.66,15.9134
1/18/2026,3x3,88,16.18,44,16.18,15.9134
1/18/2026,3x3,89,16.12,44,16.12,15.9134
1/18/2026,3x3,90,15.92,44,15.92,15.9134
1/18/2026,3x3,91,16.94,44,16.94,15.9134
1/18/2026,3x3,92,14.05,44,14.05,15.9134
1/18/2026,3x3,93,16.31,44,16.31,15.9134
1/18/2026,3x3,94,13.74,44,13.74,15.9134
1/18/2026,3x3,95,11.45,44,11.45,15.9134
1/18/2026,3x3,96,10.19,44,10.19,15.9134
1/18/2026,3x3,97,12.27,44,12.27,15.9134
1/18/2026,3x3,98,13.52,44,13.52,15.9134
1/18/2026,3x3,99,15.28,44,15.28,15.9134
1/18/2026,3x3,100,14.98,44,14.98,15.9134
